Generation,Seed,Elite_Fitness,Best_Fitness,Mean_Fitness,Best_Proxy_MPNN,Best_Proxy_MPNN_norm,Best_ESM,Best_ESM_norm,Best_ThermoMPNN_ddG,Best_ThermoMPNN_norm,ESM_cache
134,42,0.6972569562472923,0.7010162361095367,0.6768591138259846,0.6119468454530067,0.8846776961348621,3.513968022664388,0.626164001888699,-0.13137632211049396,0.703328986460716,36317
135,42,0.6973400825200907,0.7010162361095367,0.676409750348198,0.6119468454530067,0.8846776961348621,3.513968022664388,0.626164001888699,-0.13137632211049396,0.703328986460716,36586
136,42,0.6975178803666952,0.7010162361095367,0.6778737961300374,0.6119468454530067,0.8846776961348621,3.513968022664388,0.626164001888699,-0.13137632211049396,0.703328986460716,36855
137,42,0.6978341945662476,0.7010162361095367,0.6764752011876873,0.6119468454530067,0.8846776961348621,3.513968022664388,0.626164001888699,-0.13137632211049396,0.703328986460716,37125
138,42,0.6980314946733944,0.7010162361095367,0.6772721319131718,0.6119468454530067,0.8846776961348621,3.513968022664388,0.626164001888699,-0.13137632211049396,0.703328986460716,37391
139,42,0.6982808488773874,0.7010162361095367,0.6774542465290312,0.6119468454530067,0.8846776961348621,3.513968022664388,0.626164001888699,-0.13137632211049396,0.703328986460716,37659
140,42,0.698344475529712,0.7010162361095367,0.6769477892829437,0.6119468454530067,0.8846776961348621,3.513968022664388,0.626164001888699,-0.13137632211049396,0.703328986460716,37929
141,42,0.6983877538415003,0.7010162361095367,0.6771719577348811,0.6119468454530067,0.8846776961348621,3.513968022664388,0.626164001888699,-0.13137632211049396,0.703328986460716,38197
142,42,0.6984113580069115,0.7010162361095367,0.6779527970801337,0.6119468454530067,0.8846776961348621,3.513968022664388,0.626164001888699,-0.13137632211049396,0.703328986460716,38466
143,42,0.698558745157579,0.7010162361095367,0.6783793458310666,0.6119468454530067,0.8846776961348621,3.513968022664388,0.626164001888699,-0.13137632211049396,0.703328986460716,38731
144,42,0.6986900661550489,0.7010162361095367,0.6795402864074277,0.6119468454530067,0.8846776961348621,3.513968022664388,0.626164001888699,-0.13137632211049396,0.703328986460716,39001
145,42,0.6987193574687659,0.7010162361095367,0.6777739400485566,0.6119468454530067,0.8846776961348621,3.513968022664388,0.626164001888699,-0.13137632211049396,0.703328986460716,39270
146,42,0.6988394374292602,0.7010162361095367,0.6792426415257561,0.6119468454530067,0.8846776961348621,3.513968022664388,0.626164001888699,-0.13137632211049396,0.703328986460716,39540
147,42,0.6990164032625976,0.7010162361095367,0.6792333223783726,0.6119468454530067,0.8846776961348621,3.513968022664388,0.626164001888699,-0.13137632211049396,0.703328986460716,39808
